index,source_digit,target_digit,final_probability
0,4,7,0.9990014433860779
1,4,9,0.999136745929718
2,4,6,0.9990101456642151
3,4,9,0.9996709823608398
4,4,5,0.9997199773788452
5,4,3,0.9990020394325256
6,4,2,0.9998133778572083
7,4,0,0.9995926022529602
8,4,3,0.9996949434280396
9,4,9,0.9995086789131165
10,4,8,0.9991816878318787
11,4,0,0.9995766282081604
12,4,2,0.9997915625572205
13,4,2,0.9992878437042236
14,4,5,0.9997610449790955
15,4,0,0.9994072318077087
16,4,1,0.9999988079071045
17,4,5,0.9997910261154175
18,4,7,0.9997174739837646
19,4,9,0.9995364546775818
20,4,3,0.9992769360542297
21,4,3,0.999032735824585
22,4,2,0.9995349645614624
23,4,7,0.9992398023605347
24,4,6,0.9990017414093018
25,4,5,0.9996012449264526
26,4,7,0.9990054965019226
27,4,3,0.9991360902786255
28,4,7,0.9992387294769287
29,4,6,0.9997509121894836
30,4,2,0.9993242025375366
31,4,5,0.9997822642326355
32,4,6,0.9991889595985413
33,4,9,0.9992437362670898
34,4,0,0.9991791844367981
35,4,0,0.9995228052139282
36,4,6,0.9990060925483704
37,4,9,0.9993420243263245
38,4,9,0.9994422197341919
39,4,5,0.9990679025650024
40,4,5,0.999923050403595
41,4,8,0.9993688464164734
42,4,3,0.9990001320838928
43,4,7,0.9990108609199524
44,4,2,0.9994798302650452
45,4,2,0.999255895614624
46,4,0,0.9995114803314209
47,4,1,0.9995995163917542
48,4,1,0.9999901056289673
49,4,8,0.9990002512931824
50,4,0,0.9994478821754456
51,4,5,0.999915599822998
52,4,9,0.9992048144340515
53,4,2,0.9998279213905334
54,4,2,0.9997084736824036
55,4,3,0.9995519518852234
56,4,2,0.9996660351753235
57,4,3,0.999977171421051
58,4,7,0.9990022778511047
59,4,7,0.999008297920227
60,4,3,0.9993354082107544
61,4,5,0.9992325305938721
62,4,1,0.9999068379402161
63,4,0,0.9990788698196411
64,4,0,0.9995378851890564
65,4,0,0.9990127682685852
66,4,6,0.9994039535522461
67,4,2,0.999291718006134
68,4,8,0.9990346431732178
69,4,7,0.9992635846138
70,4,6,0.9991815090179443
71,4,5,0.9998807907104492
72,4,5,0.9997057318687439
73,4,0,0.9994028210639954
74,4,9,0.9992573857307434
75,4,8,0.9990003705024719
76,4,6,0.9994840621948242
77,4,0,0.99953293800354
78,4,7,0.999420702457428
79,4,5,0.9999092817306519
80,4,7,0.9990310668945312
81,4,3,0.9992262721061707
82,4,9,0.9992488622665405
83,4,8,0.9990013241767883
84,4,5,0.9994825720787048
85,4,1,0.9998646378517151
86,4,9,0.9992069602012634
87,4,9,0.9990654587745667
88,4,5,0.9999023675918579
89,4,9,0.9994982481002808
90,4,2,0.9993880391120911
91,4,1,0.9999996423721313
92,4,6,0.999177873134613
93,4,6,0.9992212057113647
94,4,6,0.9991551637649536
95,4,7,0.9992063641548157
96,4,8,0.9990575313568115
97,4,0,0.999861478805542
98,4,6,0.9990014433860779
99,4,7,0.9990290403366089
100,4,3,0.9992998838424683
101,4,7,0.9991241097450256
102,4,8,0.9990090727806091
103,4,5,0.9998512268066406
104,4,0,0.9992597699165344
105,4,7,0.9998805522918701
106,4,3,0.9990462064743042
107,4,7,0.999238133430481
108,4,7,0.9990003705024719
109,4,0,0.9991244077682495
110,4,0,0.999407947063446
111,4,1,0.9999995231628418
112,4,0,0.9994939565658569
113,4,6,0.9998195767402649
114,4,0,0.9994426965713501
115,4,8,0.9990004897117615
116,4,0,0.9992061257362366
117,4,6,0.9995890259742737
118,4,9,0.9995920658111572
119,4,1,0.9999947547912598
120,4,2,0.9994228482246399
121,4,8,0.9990013241767883
122,4,6,0.9990007281303406
123,4,8,0.9990020990371704
124,4,9,0.9995990991592407
125,4,3,0.9990095496177673
126,4,2,0.9993214011192322
127,4,7,0.9990636706352234
128,4,1,0.999014675617218
129,4,3,0.9991725087165833
130,4,0,0.9996857047080994
131,4,2,0.9998587369918823
132,4,3,0.9994872808456421
133,4,7,0.9996016621589661
134,4,7,0.9993103742599487
135,4,5,0.9999982714653015
136,4,2,0.9998689889907837
137,4,8,0.9990002512931824
138,4,3,0.9992855191230774
139,4,2,0.9999387264251709
140,4,0,0.9996078610420227
141,4,9,0.9994060397148132
142,4,0,0.9993072748184204
143,4,1,0.9999070763587952
144,4,0,0.9997424483299255
145,4,6,0.9995346069335938
146,4,9,0.9994367361068726
147,4,7,0.9994017481803894
148,4,3,0.9990454316139221
149,4,8,0.9990015625953674
150,4,0,0.9993767738342285
151,4,7,0.9991810321807861
152,4,9,0.9991297721862793
153,4,3,0.9990004897117615
154,4,2,0.9997510313987732
155,4,6,0.9992603659629822
156,4,1,0.9992895722389221
157,4,0,0.9994807839393616
158,4,1,0.9999500513076782
159,4,1,0.9999995231628418
160,4,7,0.9990066885948181
161,4,5,0.9999724626541138
162,4,8,0.9990125298500061
163,4,5,0.9992468357086182
164,4,7,0.9990845918655396
165,4,5,0.9999184012413025
166,4,9,0.9995803833007812
167,4,8,0.9997137784957886
168,4,6,0.9992603063583374
169,4,7,0.9990035891532898
170,4,0,0.999403715133667
171,4,7,0.9995454549789429
172,4,1,0.9997837543487549
173,4,8,0.9990357756614685
174,4,3,0.9990120530128479
175,4,7,0.9990103840827942
176,4,7,0.999062716960907
177,4,3,0.9999964237213135
178,4,8,0.9990019798278809
179,4,8,0.9990106821060181
180,4,5,0.999889075756073
181,4,1,0.9999997615814209
182,4,5,0.9999457597732544
183,4,8,0.999032735824585
184,4,5,0.9999784827232361
185,4,7,0.9990386962890625
186,4,0,0.9993695020675659
187,4,1,0.9999982118606567
188,4,6,0.9993533492088318
189,4,6,0.9997589588165283
190,4,7,0.9991887807846069
191,4,6,0.9993450045585632
192,4,1,0.9997859001159668
193,4,9,0.9991101622581482
194,4,1,0.9999909400939941
195,4,7,0.9990009069442749
196,4,2,0.9993607997894287
197,4,5,0.9994809031486511
198,4,6,0.9997984170913696
199,4,6,0.9995726943016052
200,4,1,0.9998683929443359
201,4,3,0.9990046620368958
202,4,1,0.9991673231124878
203,4,5,0.9995489716529846
204,4,6,0.9992179274559021
205,4,2,0.9990298748016357
206,4,3,0.9990012049674988
207,4,8,0.9990382194519043
208,4,2,0.9997161626815796
209,4,2,0.999646782875061
210,4,3,0.9990001320838928
211,4,6,0.999082088470459
212,4,6,0.9994223117828369
213,4,1,0.9999611377716064
214,4,1,0.9999233484268188
215,4,5,0.9997348189353943
216,4,9,0.9992950558662415
217,4,8,0.9990018010139465
218,4,6,0.9995946288108826
219,4,1,0.9999329447746277
220,4,8,0.9991080164909363
221,4,3,0.9990001320838928
222,4,0,0.9996832609176636
223,4,3,0.9990004897117615
224,4,9,0.9992390871047974
225,4,5,0.9997320175170898
226,4,7,0.9990357160568237
227,4,0,0.9997317790985107
228,4,8,0.9990022778511047
229,4,8,0.9991156458854675
230,4,8,0.9990010261535645
231,4,0,0.9995957016944885
232,4,7,0.9990112781524658
233,4,1,0.9999847412109375
234,4,1,0.9996266961097717
235,4,6,0.9990541338920593
236,4,0,0.9996067881584167
237,4,9,0.9995924830436707
238,4,1,0.9999998807907104
239,4,8,0.9990007281303406
240,4,2,0.9998635649681091
241,4,7,0.9991751313209534
242,4,7,0.9990160465240479
243,4,2,0.999906599521637
244,4,5,0.9995865821838379
245,4,1,0.9997919201850891
246,4,7,0.9990112781524658
247,4,5,0.9990624785423279
248,4,6,0.9995142221450806
249,4,2,0.9997302889823914
250,4,1,0.9997665286064148
251,4,0,0.9997861981391907
252,4,0,0.9992234706878662
253,4,9,0.9990013241767883
254,4,9,0.9996291995048523
255,4,8,0.9990009069442749
256,4,8,0.9990009665489197
257,4,1,0.9999710321426392
258,4,6,0.9994195103645325
259,4,3,0.9990002512931824
260,4,8,0.9990314245223999
261,4,1,0.9992063641548157
262,4,7,0.9992731809616089
263,4,6,0.9994685649871826
264,4,0,0.9990610480308533
265,4,3,0.9991769790649414
266,4,1,0.9999884366989136
267,4,1,0.9999350905418396
268,4,5,0.9998461008071899
269,4,0,0.9995744824409485
270,4,3,0.9994928240776062
271,4,3,0.9990069270133972
272,4,1,0.9997889399528503
273,4,9,0.9991984963417053
274,4,0,0.9993298649787903
275,4,2,0.9994304180145264
276,4,1,0.9995238780975342
277,4,9,0.999217689037323
278,4,2,0.999682605266571
279,4,1,0.9997283816337585
280,4,3,0.9990653395652771
281,4,5,0.9994422197341919
282,4,9,0.9990748763084412
283,4,9,0.999018132686615
284,4,3,0.9990081191062927
285,4,9,0.9990045428276062
286,4,7,0.9991190433502197
287,4,0,0.999419093132019
288,4,7,0.9991158843040466
289,4,5,0.9996694326400757
290,4,9,0.9993300437927246
291,4,3,0.9999660849571228
292,4,6,0.9992421865463257
293,4,7,0.999067485332489
294,4,9,0.9993152022361755
295,4,8,0.9990510940551758
296,4,8,0.9990858435630798
297,4,8,0.9990020394325256
298,4,8,0.9990071058273315
299,4,6,0.9996361136436462
300,4,3,0.9990002512931824
301,4,7,0.9990090727806091
302,4,2,0.9990845322608948
303,4,1,0.9999727010726929
304,4,7,0.9992637634277344
305,4,3,0.999011218547821
306,4,9,0.9996353983879089
307,4,0,0.999200165271759
308,4,3,0.9995774030685425
309,4,1,0.9999953508377075
310,4,7,0.9996702075004578
311,4,5,0.9990203380584717
312,4,5,0.9999703764915466
313,4,8,0.9991546869277954
314,4,2,0.9995622038841248
315,4,1,0.9999279975891113
316,4,7,0.9990082383155823
317,4,0,0.9992448687553406
318,4,6,0.9993891716003418
319,4,5,0.9997245669364929
320,4,6,0.9992996454238892
321,4,8,0.9990017414093018
322,4,8,0.9990529417991638
323,4,1,0.9999877214431763
324,4,3,0.9990033507347107
325,4,9,0.9993163347244263
326,4,5,0.9994661211967468
327,4,5,0.9996585845947266
328,4,8,0.9999279975891113
329,4,1,0.9999879598617554
330,4,3,0.9990052580833435
331,4,3,0.9992071986198425
332,4,0,0.9994766116142273
333,4,2,0.999248206615448
334,4,5,0.9997377395629883
335,4,8,0.9990012049674988
336,4,6,0.999134361743927
337,4,3,0.999058187007904
338,4,0,0.9997035264968872
339,4,2,0.9994292855262756
340,4,7,0.9993526935577393
341,4,0,0.999527096748352
342,4,6,0.9994810819625854
343,4,8,0.9990020990371704
344,4,6,0.9991508722305298
345,4,7,0.9990363121032715
346,4,6,0.9997700452804565
347,4,7,0.9990030527114868
348,4,8,0.9990166425704956
349,4,3,0.9991921782493591
350,4,5,0.9998850226402283
351,4,6,0.9998312592506409
352,4,9,0.9992395043373108
353,4,3,0.9990866780281067
354,4,5,0.9995847344398499
355,4,1,0.9999996423721313
356,4,8,0.9990026354789734
357,4,1,0.9993506073951721
358,4,7,0.9991441965103149
359,4,2,0.9996273517608643
360,4,7,0.999237060546875
361,4,2,0.9995551109313965
362,4,7,0.9990102052688599
363,4,3,0.9998180270195007
364,4,5,0.9998918175697327
365,4,5,0.9991313815116882
366,4,6,0.9993516802787781
367,4,3,0.9995620846748352
368,4,5,0.9998700618743896
369,4,6,0.9995092749595642
370,4,9,0.9991967082023621
371,4,5,0.9992835521697998
372,4,7,0.9998891353607178
373,4,0,0.9992880821228027
374,4,5,0.9990025162696838
375,4,5,0.9999900460243225
376,4,8,0.9990049004554749
377,4,9,0.9991262555122375
378,4,1,0.9999138712882996
379,4,3,0.9990001320838928
380,4,7,0.999060869216919
381,4,8,0.9990009069442749
382,4,5,0.9992761611938477
383,4,3,0.9993979334831238
384,4,3,0.9990007281303406
385,4,5,0.9999756813049316
386,4,8,0.999000608921051
387,4,0,0.9992594718933105
388,4,6,0.9990772604942322
389,4,5,0.9992826581001282
390,4,8,0.9990139007568359
391,4,3,0.9998544454574585
392,4,7,0.9990123510360718
393,4,6,0.9990004897117615
394,4,8,0.9990009069442749
395,4,3,0.9990001320838928
396,4,9,0.9990496635437012
397,4,8,0.9990004897117615
398,4,0,0.9993974566459656
399,4,7,0.9990063309669495
400,4,2,0.9997738003730774
401,4,9,0.9993826746940613
402,4,8,0.9990015625953674
403,4,2,0.9997143149375916
404,4,1,0.9998093247413635
405,4,8,0.9991328716278076
406,4,3,0.9990344643592834
407,4,7,0.9991235733032227
408,4,1,0.999995231628418
409,4,1,0.9999943375587463
410,4,2,0.9994495511054993
411,4,0,0.9994249939918518
412,4,7,0.9990422129631042
413,4,1,0.9999996423721313
414,4,1,0.9999628663063049
415,4,7,0.9990009069442749
416,4,1,0.9999091625213623
417,4,1,0.9998944997787476
418,4,5,0.9997240304946899
419,4,9,0.99928218126297
420,4,3,0.9997574687004089
421,4,0,0.9997578859329224
422,4,1,0.9993072748184204
423,4,8,0.9990065693855286
424,4,6,0.9996992945671082
425,4,0,0.9994737505912781
426,4,8,0.9990001320838928
427,4,5,0.999355137348175
428,4,5,0.9996333122253418
429,4,7,0.9990077614784241
430,4,9,0.999163031578064
431,4,3,0.9991744756698608
432,4,5,0.9992344379425049
433,4,1,0.9999947547912598
434,4,2,0.999653697013855
435,4,0,0.9991634488105774
436,4,8,0.9992108941078186
437,4,9,0.9995265007019043
438,4,1,0.999995231628418
439,4,9,0.9991722106933594
440,4,3,0.999000608921051
441,4,6,0.9992114901542664
442,4,5,0.9996451139450073
443,4,9,0.9991154670715332
444,4,3,0.9997674822807312
445,4,6,0.9994611144065857
446,4,3,0.9991934299468994
447,4,5,0.9990631937980652
448,4,1,0.9999470114707947
449,4,5,0.9998452067375183
450,4,0,0.9994481205940247
451,4,5,0.9996224641799927
452,4,5,0.9999949932098389
453,4,7,0.9996402263641357
454,4,0,0.9990869164466858
455,4,2,0.999170184135437
456,4,9,0.999574601650238
457,4,3,0.9994198083877563
458,4,1,0.9999650120735168
459,4,7,0.9992066025733948
460,4,6,0.9997541904449463
461,4,8,0.999000608921051
462,4,9,0.9993390440940857
463,4,3,0.9990403652191162
464,4,1,0.999215841293335
465,4,3,0.9995424747467041
466,4,6,0.9992710947990417
467,4,0,0.9997493624687195
468,4,5,0.9997304677963257
469,4,2,0.9998031258583069
470,4,7,0.9990109801292419
471,4,7,0.9995346665382385
472,4,3,0.9990003705024719
473,4,0,0.9992400407791138
474,4,8,0.9990278482437134
475,4,0,0.9991346001625061
476,4,8,0.9990168213844299
477,4,6,0.9990211725234985
478,4,1,0.9999647736549377
479,4,1,0.9999284744262695
480,4,5,0.9999346137046814
481,4,3,0.9990003705024719
482,4,2,0.9997590184211731
483,4,6,0.9992662072181702
484,4,6,0.9990527033805847
485,4,3,0.9998546838760376
486,4,9,0.9995567202568054
487,4,8,0.9990151524543762
488,4,7,0.9990548491477966
489,4,3,0.9990001320838928
490,4,3,0.9997234344482422
491,4,1,0.9995710253715515
492,4,5,0.9993940591812134
493,4,2,0.9994038939476013
494,4,1,0.9999962449073792
495,4,0,0.9997965693473816
496,4,6,0.9990053176879883
497,4,3,0.9990007281303406
498,4,1,0.9991018176078796
499,4,9,0.9990009665489197
500,4,6,0.9994277358055115
501,4,6,0.9990267753601074
502,4,5,0.9992031455039978
503,4,0,0.9994435906410217
504,4,0,0.9998124241828918
505,4,8,0.9990001320838928
506,4,1,0.9992280006408691
507,4,8,0.9990020990371704
508,4,8,0.9990003705024719
509,4,7,0.9990803003311157
510,4,1,0.999491274356842
511,4,6,0.9993532299995422
512,4,6,0.9995757937431335
513,4,5,0.9991962313652039
514,4,5,0.9991137385368347
515,4,1,0.9999620318412781
516,4,7,0.9990049004554749
517,4,8,0.9990009665489197
518,4,1,0.9999077320098877
519,4,1,0.9999990463256836
520,4,7,0.9991403818130493
521,4,5,0.9996238350868225
522,4,6,0.9995788931846619
523,4,8,0.9990141987800598
524,4,5,0.999104380607605
525,4,8,0.9990631937980652
526,4,8,0.9990017414093018
527,4,1,0.9998481869697571
528,4,0,0.9993128776550293
529,4,1,1.0
530,4,6,0.9994487166404724
531,4,0,0.9995063543319702
532,4,5,0.9996339678764343
533,4,3,0.9990619421005249
534,4,7,0.9990101456642151
535,4,7,0.9990222454071045
536,4,9,0.999092698097229
537,4,2,0.9992378950119019
538,4,5,0.9997304677963257
539,4,6,0.9994179010391235
540,4,1,0.9996262788772583
541,4,1,0.9999988079071045
542,4,6,0.9995101094245911
543,4,2,0.9990975260734558
544,4,0,0.9995399713516235
545,4,2,0.9992007613182068
546,4,0,0.9994141459465027
547,4,5,0.9991731643676758
548,4,9,0.9990441203117371
549,4,9,0.9992667436599731
550,4,6,0.9994115829467773
551,4,9,0.9993866682052612
552,4,2,0.9996674060821533
553,4,1,0.9992398619651794
554,4,8,0.999462902545929
555,4,3,0.9990290403366089
556,4,3,0.9991942048072815
557,4,8,0.9990867376327515
558,4,6,0.999597430229187
559,4,7,0.9990015625953674
560,4,2,0.9999560117721558
561,4,7,0.9990059733390808
562,4,1,0.999998927116394
563,4,3,0.9990753531455994
564,4,2,0.9992169141769409
565,4,9,0.9992667436599731
566,4,8,0.9991319179534912
567,4,2,0.9992853999137878
568,4,0,0.9991106986999512
569,4,0,0.9997087121009827
570,4,6,0.9995467662811279
571,4,8,0.9990003705024719
572,4,5,0.9997946619987488
573,4,8,0.9990079998970032
574,4,9,0.9993082284927368
575,4,8,0.9990004897117615
576,4,5,0.9990578293800354
577,4,0,0.9993793368339539
578,4,1,0.9999949336051941
579,4,8,0.9991738200187683
580,4,1,0.9994589686393738
581,4,2,0.9990873336791992
582,4,9,0.9990363121032715
583,4,7,0.9991133809089661
584,4,6,0.9993250370025635
585,4,6,0.9997379779815674
586,4,0,0.9995459914207458
587,4,0,0.9993880987167358
588,4,9,0.9996420741081238
589,4,3,0.9996418356895447
590,4,3,0.9990736842155457
591,4,3,0.9996007084846497
592,4,7,0.9990106225013733
593,4,5,0.9992371797561646
594,4,0,0.9991843104362488
595,4,2,0.9993576407432556
596,4,1,0.9993143081665039
597,4,6,0.9990127682685852
598,4,7,0.9994557499885559
599,4,0,0.9991797208786011
600,4,6,0.9992327690124512
601,4,5,0.9991521835327148
602,4,7,0.9990069270133972
603,4,6,0.9992053508758545
604,4,7,0.9990127682685852
605,4,5,0.9999168515205383
606,4,9,0.9992902278900146
607,4,3,0.9990031123161316
608,4,9,0.9990057349205017
609,4,3,0.9990200400352478
610,4,0,0.9995067119598389
611,4,0,0.9994099140167236
612,4,7,0.9993681311607361
613,4,2,0.9995046257972717
614,4,0,0.9995842576026917
615,4,5,0.999709963798523
616,4,5,0.9994941353797913
617,4,0,0.9995600581169128
618,4,3,0.9990003705024719
619,4,5,0.9997546672821045
620,4,1,0.9994031190872192
621,4,0,0.9994717836380005
622,4,9,0.9994949698448181
623,4,3,0.9996967315673828
624,4,0,0.9990749955177307
625,4,0,0.9994942545890808
626,4,2,0.9997336864471436
627,4,2,0.9997267127037048
628,4,6,0.9998283386230469
629,4,1,0.9999998807907104
630,4,9,0.9993894100189209
631,4,9,0.9997633099555969
632,4,7,0.9990355372428894
633,4,9,0.9991998672485352
634,4,5,0.9999228715896606
635,4,6,0.9994530081748962
636,4,9,0.9994297027587891
637,4,9,0.9990007281303406
638,4,7,0.9990278482437134
639,4,8,0.9990003705024719
640,4,0,0.9995661377906799
641,4,2,0.9992578029632568
642,4,1,0.9990313649177551
643,4,2,0.9993904829025269
644,4,8,0.9990002512931824
645,4,8,0.9990015625953674
646,4,2,0.9990174174308777
647,4,0,0.9997493028640747
648,4,6,0.9996249675750732
649,4,0,0.9996588230133057
650,4,0,0.9994339346885681
651,4,0,0.999647855758667
652,4,5,0.9996238350868225
653,4,9,0.9991242289543152
654,4,6,0.99901282787323
655,4,2,0.9998055696487427
656,4,6,0.9997625946998596
657,4,6,0.9996919631958008
658,4,9,0.9993106722831726
659,4,9,0.9995026588439941
660,4,7,0.999009370803833
661,4,3,0.9990009069442749
662,4,9,0.9990608096122742
663,4,9,0.9992284178733826
664,4,3,0.9992635250091553
665,4,9,0.9994642734527588
666,4,7,0.9991654753684998
667,4,1,0.9997583031654358
668,4,0,0.999153196811676
669,4,1,0.9999688267707825
670,4,2,0.999636173248291
671,4,5,0.9999645948410034
672,4,0,0.9995197653770447
673,4,3,0.9992343783378601
674,4,8,0.9994823336601257
675,4,3,0.9996682405471802
676,4,6,0.9995318651199341
677,4,8,0.9990041255950928
678,4,2,0.9996744394302368
679,4,7,0.9994422793388367
680,4,8,0.9992980360984802
681,4,8,0.9990020394325256
682,4,2,0.9996396899223328
683,4,8,0.9990319013595581
684,4,8,0.999578058719635
685,4,6,0.9993642568588257
686,4,2,0.9996817708015442
687,4,3,0.9990002512931824
688,4,3,0.9990004897117615
689,4,8,0.9990003705024719
690,4,7,0.9990764856338501
691,4,6,0.9998966455459595
692,4,7,0.9990252256393433
693,4,5,0.9999412894248962
694,4,7,0.9990758299827576
695,4,7,0.9991540312767029
696,4,7,0.9998538494110107
697,4,9,0.9991530179977417
698,4,0,0.9992169141769409
699,4,0,0.9991932511329651
700,4,5,0.9993296265602112
701,4,7,0.9990041851997375
702,4,7,0.999000608921051
